Player Name,Team,Games Played,Games Started,Minutes Played,Goals,Assists,Shots,Shots on Goal,Fouls Committed,Offsides,Corner Kicks,Penalty Kicks Attempted,Penalty Kick Goals,Yellow Cards,Red Cards,Season,Position,Goals per Game,Assists per Game,Shots per Game,Prop SoG,Shots per Goal
Kim Reynolds,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Dani Weatherholt,ORL,12.0,9.0,786.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.25,0.3333333333333333,0.0
Allie Wisner,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Kathleen Naughton,CHI,16.0,9.0,861.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0625,1.0,0.0
McKenzie Berryhill,POR,5.0,2.0,182.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Celeste Boureille,POR,6.0,5.0,466.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.5,0.0,0.0
Eunice Beckmann,BOS,11.0,8.0,658.0,0.0,1.0,16.0,6.0,18.0,2.0,1.0,0.0,0.0,3.0,0.0,2016.0,,0.0,0.09090909090909091,1.4545454545454546,0.375,0.0
Maureen Fitzgerald,POR,3.0,2.0,134.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Courtney Raetzman,CHI,6.0,0.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Amandine Henry,POR,9.0,8.0,638.0,0.0,1.0,8.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.1111111111111111,0.8888888888888888,0.25,0.0
Rebekah Roller,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Kendall Johnson,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Meghan Klingenberg,POR,14.0,14.0,1259.0,0.0,0.0,4.0,2.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,2016.0,Defender,0.0,0.0,0.2857142857142857,0.5,0.0
Samantha Lofton,POR,3.0,0.0,54.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.3333333333333333,1.0,0.0
Morgan Marlborough,BOS,1.0,0.0,23.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,2.0,0.5,0.0
Emily Menges,POR,20.0,20.0,1800.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Defender,0.0,0.0,0.05,0.0,0.0
Shade Pratt,POR,5.0,1.0,140.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.2,1.0,0.0
Hayley Raso,POR,20.0,6.0,751.0,0.0,2.0,9.0,3.0,18.0,8.0,0.0,0.0,0.0,3.0,0.0,2016.0,,0.0,0.1,0.45,0.3333333333333333,0.0
Katherine Reynolds,POR,20.0,18.0,1671.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,Defender,0.0,0.0,0.05,1.0,0.0
Meleana Shim,POR,14.0,9.0,812.0,0.0,1.0,4.0,2.0,10.0,1.0,5.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.07142857142857142,0.2857142857142857,0.5,0.0
Mónica Rose Alvarado Rodriguez,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Jennifer Skogerboe,POR,3.0,2.0,210.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Emily Sonnett,POR,15.0,15.0,1350.0,0.0,0.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,2016.0,,0.0,0.0,0.2,0.6666666666666666,0.0
Mallory Weber,POR,13.0,7.0,699.0,0.0,0.0,4.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,2016.0,Attacker,0.0,0.0,0.3076923076923077,0.5,0.0
Mallory Weber,POR,13.0,7.0,699.0,0.0,0.0,4.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,2016.0,Attacker,0.0,0.0,0.3076923076923077,0.5,0.0
Kylie Strom,BOS,7.0,3.0,343.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Morgan Brian,HOU,13.0,13.0,1005.0,0.0,0.0,7.0,4.0,5.0,3.0,16.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.5384615384615384,0.5714285714285714,0.0
Michelle Cruz,SEA,4.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.25,0.0,0.0
Kiersten Dallstream,SEA,12.0,2.0,274.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,Attacker,0.0,0.0,0.16666666666666666,0.5,0.0
Lindsay Elston,SEA,12.0,0.0,157.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.16666666666666666,0.5,0.0
Bianca Brinson,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Stephanie Verdoia,BOS,10.0,5.0,452.0,0.0,0.0,6.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.6,0.3333333333333333,0.0
Ellie Brush,HOU,15.0,15.0,1336.0,0.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,4.0,0.0,2016.0,,0.0,0.0,0.13333333333333333,0.0,0.0
Kassey Kallman,BOS,20.0,20.0,1800.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Allysha Chapman,HOU,9.0,8.0,711.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.2222222222222222,0.5,0.0
Paige Nielsen,SEA,2.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.5,0.0,0.0
Carson Pickett,SEA,15.0,8.0,841.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2016.0,,0.0,0.06666666666666667,0.3333333333333333,0.4,0.0
Megan Crosson,HOU,4.0,1.0,115.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Elli Reed,SEA,16.0,14.0,1284.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,2016.0,,0.0,0.0,0.0625,0.0,0.0
Rachel Wood,BOS,7.0,2.0,260.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.5714285714285714,0.0,0.0
Tessa Florio-Gavilsky,HOU,3.0,0.0,54.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.3333333333333333,0.0,0.0
Anna María Gilbertson Rojas,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Caity Heap,HOU,6.0,2.0,127.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2016.0,,0.0,0.0,0.16666666666666666,0.0,0.0
Melissa Henderson,HOU,7.0,4.0,321.0,0.0,1.0,1.0,0.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0
Kim DeCesare,NJ,6.0,3.0,244.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.3333333333333333,0.5,0.0
Theresa Diederich,NJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Courtney Kathryn 'Coco' Goodson,NJ,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Shawna Gordon,NJ,11.0,5.0,444.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.36363636363636365,0.25,0.0
Kristin Grubka,NJ,15.0,14.0,1267.0,0.0,1.0,3.0,1.0,16.0,2.0,1.0,0.0,0.0,2.0,0.0,2016.0,,0.0,0.06666666666666667,0.2,0.3333333333333333,0.0
Danielle Colaprico,CHI,20.0,20.0,1784.0,0.0,2.0,6.0,5.0,19.0,0.0,31.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.1,0.3,0.8333333333333334,0.0
Rebecca Moros,HOU,17.0,17.0,1521.0,0.0,2.0,6.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Midfielder,0.0,0.11764705882352941,0.35294117647058826,0.3333333333333333,0.0
Ghoutia Karchouni,BOS,3.0,1.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.3333333333333333,0.0,0.0
Stephanie Ochs,HOU,12.0,3.0,381.0,0.0,2.0,5.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.16666666666666666,0.4166666666666667,0.6,0.0
Amanda DaCosta,CHI,13.0,8.0,664.0,0.0,0.0,9.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.6923076923076923,0.2222222222222222,0.0
Ashley Nick,NJ,3.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Cami Privett,HOU,15.0,11.0,1056.0,0.0,0.0,3.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.2,0.3333333333333333,0.0
Christie Pearce,NJ,20.0,20.0,1800.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.1,0.0,0.0
Dominique Richardson,NJ,2.0,0.0,54.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Defender,0.0,0.0,1.0,0.5,0.0
Cari Roccaro,HOU,15.0,14.0,1267.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,2016.0,Midfielder,0.0,0.0,0.06666666666666667,0.0,0.0
Danielle Schulmann,NJ,3.0,0.0,42.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.3333333333333333,1.0,0.0
Erin Simon,NJ,19.0,18.0,1590.0,0.0,2.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.10526315789473684,0.0,0.0,0.0
Nikki Stanton,NJ,12.0,4.0,407.0,0.0,0.0,3.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,2016.0,,0.0,0.0,0.25,0.3333333333333333,0.0
Chestley Strother,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Whitney Church,WAS,11.0,7.0,612.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Defender,0.0,0.0,0.0,0.0,0.0
Caprice Dydasco,WAS,12.0,12.0,1080.0,0.0,2.0,6.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,2016.0,Defender,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0
Cali Farquharson,WAS,16.0,8.0,559.0,0.0,0.0,6.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2016.0,Attacker,0.0,0.0,0.375,0.6666666666666666,0.0
Caroline Van Slambrouck,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Estelle Johnson,WAS,11.0,11.0,990.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Defender,0.0,0.0,0.36363636363636365,0.5,0.0
Alex Arlitt,KC,11.0,8.0,712.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.18181818181818182,0.0,0.0
Vanessa DiBernardo,CHI,20.0,20.0,1785.0,0.0,6.0,25.0,10.0,17.0,0.0,67.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.3,1.25,0.4,0.0
Katie Bowen,KC,13.0,11.0,959.0,0.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Midfielder,0.0,0.07692307692307693,0.23076923076923078,1.0,0.0
Alli Murphy,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Jen Buczkowski,KC,5.0,5.0,426.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.4,0.5,0.0
Amanda Frisbie,KC,3.0,3.0,270.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.6666666666666666,0.0,0.0
Megan Oyster,WAS,15.0,15.0,1341.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,2016.0,Defender,0.0,0.0,0.06666666666666667,0.0,0.0
Haley Rosen,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Line Sigvardsen Jensen,WAS,3.0,2.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Janelle Kalyn Flaws,CHI,1.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Shelina Zadorsky,WAS,11.0,10.0,911.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,2016.0,,0.0,0.0,0.09090909090909091,0.0,0.0
Lady Patricia Andrade Rodríguez,WNY,2.0,0.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Halimatu Ibrahim Ayinde,WNY,1.0,1.0,45.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,1.0,0.0,0.0
Janice Cayman,WNY,3.0,1.0,96.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.6666666666666666,0.5,0.0
Caroline Kastor,KC,15.0,3.0,296.0,0.0,2.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.13333333333333333,0.26666666666666666,0.25,0.0
Lo’eau LaBonta,KC,11.0,7.0,693.0,0.0,0.0,9.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,2016.0,Midfielder,0.0,0.0,0.8181818181818182,0.3333333333333333,0.0
Elizabeth Eddy,WNY,20.0,20.0,1753.0,0.0,2.0,5.0,2.0,31.0,1.0,9.0,0.0,0.0,3.0,0.0,2016.0,Midfielder,0.0,0.1,0.25,0.4,0.0
Mandy Laddish,KC,19.0,19.0,1679.0,0.0,0.0,17.0,10.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,2016.0,Midfielder,0.0,0.0,0.8947368421052632,0.5882352941176471,0.0
Arin Wright,CHI,20.0,20.0,1718.0,0.0,4.0,10.0,4.0,13.0,1.0,1.0,0.0,0.0,2.0,0.0,2016.0,,0.0,0.2,0.5,0.4,0.0
Kristen Hamilton,WNY,12.0,0.0,126.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,Attacker,0.0,0.0,0.08333333333333333,1.0,0.0
Molly Menchel,KC,3.0,2.0,185.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Ga-Eul Jeon,WNY,2.0,1.0,86.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Alanna Kennedy,WNY,15.0,15.0,1298.0,0.0,0.0,13.0,4.0,17.0,0.0,2.0,0.0,0.0,3.0,0.0,2016.0,,0.0,0.0,0.8666666666666667,0.3076923076923077,0.0
Adriana Leon,WNY,10.0,3.0,345.0,0.0,0.0,4.0,1.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.4,0.25,0.0
Laura Liedle,WNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Alexa Newfield,KC,8.0,2.0,236.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2016.0,Midfielder,0.0,0.0,0.375,0.3333333333333333,0.0
Sarah Gorden,CHI,4.0,0.0,110.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,Defender,0.0,0.0,0.0,0.0,0.0
Courtney Niemiec,WNY,6.0,4.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Brianne Reed,KC,7.0,5.0,441.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,,0.0,0.0,0.0,0.0,0.0
Meredith Speck,WNY,6.0,5.0,369.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,2016.0,Midfielder,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0
Brittany Ratcliffe,BOS,15.0,5.0,546.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,2016.0,Attacker,0.0,0.0,0.4666666666666667,0.14285714285714285,0.0
McCall Zerboni,WNY,20.0,19.0,1681.0,0.0,1.0,13.0,5.0,37.0,0.0,2.0,0.0,0.0,4.0,0.0,2016.0,Midfielder,0.0,0.05,0.65,0.38461538461538464,0.0
Sam Kerr,NJ,22.0,21.0,1918.0,17.0,4.0,91.0,54.0,10.0,38.0,0.0,1.0,0.0,2.0,0.0,2017.0,,0.7727272727272727,0.18181818181818182,4.136363636363637,0.5934065934065934,0.3148148148148148
Marta,ORL,23.0,21.0,1938.0,13.0,6.0,44.0,25.0,15.0,9.0,63.0,2.0,2.0,3.0,0.0,2017.0,Attacker,0.5652173913043478,0.2608695652173913,1.9130434782608696,0.5681818181818182,0.52
Megan Rapinoe,SEA,18.0,17.0,1522.0,12.0,1.0,56.0,29.0,31.0,18.0,76.0,4.0,4.0,5.0,0.0,2017.0,Attacker,0.6666666666666666,0.05555555555555555,3.111111111111111,0.5178571428571429,0.41379310344827586
Christen Press,CHI,23.0,22.0,1997.0,11.0,4.0,84.0,49.0,24.0,30.0,0.0,6.0,4.0,2.0,0.0,2017.0,Attacker,0.4782608695652174,0.17391304347826086,3.652173913043478,0.5833333333333334,0.22448979591836735
Lynn Williams,NC,21.0,21.0,1826.0,9.0,5.0,74.0,36.0,13.0,17.0,0.0,1.0,1.0,0.0,0.0,2017.0,Attacker,0.42857142857142855,0.23809523809523808,3.5238095238095237,0.4864864864864865,0.25
Alex Morgan,ORL,13.0,12.0,1058.0,9.0,4.0,39.0,25.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,2017.0,Attacker,0.6923076923076923,0.3076923076923077,3.0,0.6410256410256411,0.36
Christine Sinclair,POR,24.0,24.0,2143.0,8.0,0.0,46.0,26.0,21.0,2.0,0.0,1.0,0.0,3.0,0.0,2017.0,Attacker,0.3333333333333333,0.0,1.9166666666666667,0.5652173913043478,0.3076923076923077
Jessica Fishlock,SEA,20.0,20.0,1743.0,7.0,2.0,33.0,18.0,20.0,2.0,1.0,2.0,1.0,3.0,0.0,2017.0,Midfielder,0.35,0.1,1.65,0.5454545454545454,0.3888888888888889
Jessica Fishlock,SEA,20.0,20.0,1743.0,7.0,2.0,33.0,18.0,20.0,2.0,1.0,2.0,1.0,3.0,0.0,2017.0,Midfielder,0.35,0.1,1.65,0.5454545454545454,0.3888888888888889
Natasha Dowie,BOS,23.0,18.0,1657.0,7.0,2.0,30.0,16.0,20.0,15.0,0.0,0.0,0.0,1.0,0.0,2017.0,,0.30434782608695654,0.08695652173913043,1.3043478260869565,0.5333333333333333,0.4375
Ashley Hatch,NC,22.0,13.0,1200.0,7.0,1.0,43.0,20.0,21.0,7.0,1.0,0.0,0.0,2.0,0.0,2017.0,,0.3181818181818182,0.045454545454545456,1.9545454545454546,0.46511627906976744,0.35
Mallory Pugh,WAS,16.0,13.0,1203.0,6.0,1.0,37.0,21.0,13.0,6.0,25.0,1.0,1.0,0.0,0.0,2017.0,Attacker,0.375,0.0625,2.3125,0.5675675675675675,0.2857142857142857
Hayley Raso,POR,22.0,20.0,1784.0,6.0,3.0,16.0,9.0,38.0,10.0,0.0,0.0,0.0,5.0,0.0,2017.0,,0.2727272727272727,0.13636363636363635,0.7272727272727273,0.5625,0.6666666666666666
Nadia Nadim,POR,16.0,13.0,1156.0,6.0,3.0,27.0,12.0,17.0,12.0,28.0,5.0,4.0,1.0,0.0,2017.0,,0.375,0.1875,1.6875,0.4444444444444444,0.5
Nahomi Kawasumi,SEA,24.0,22.0,1917.0,6.0,9.0,26.0,13.0,3.0,11.0,16.0,0.0,0.0,0.0,0.0,2017.0,Attacker,0.25,0.375,1.0833333333333333,0.5,0.46153846153846156
Sofia Huerta,CHI,24.0,21.0,1966.0,6.0,4.0,44.0,25.0,29.0,15.0,2.0,0.0,0.0,0.0,0.0,2017.0,,0.25,0.16666666666666666,1.8333333333333333,0.5681818181818182,0.24
Sydney Leroux,KC,23.0,23.0,2010.0,6.0,2.0,52.0,25.0,17.0,26.0,1.0,0.0,0.0,2.0,0.0,2017.0,,0.2608695652173913,0.08695652173913043,2.260869565217391,0.4807692307692308,0.24
Adriana Leon,BOS,24.0,21.0,1782.0,6.0,6.0,38.0,17.0,35.0,14.0,23.0,0.0,0.0,2.0,0.0,2017.0,,0.25,0.25,1.5833333333333333,0.4473684210526316,0.35294117647058826
Samantha Mewis,NC,24.0,23.0,2097.0,6.0,3.0,34.0,17.0,30.0,0.0,30.0,3.0,1.0,2.0,0.0,2017.0,Midfielder,0.25,0.125,1.4166666666666667,0.5,0.35294117647058826
Shea Groom,KC,22.0,21.0,1779.0,5.0,6.0,39.0,17.0,34.0,15.0,0.0,0.0,0.0,4.0,1.0,2017.0,Attacker,0.22727272727272727,0.2727272727272727,1.7727272727272727,0.4358974358974359,0.29411764705882354
Maegan Kelly,KC,22.0,5.0,667.0,5.0,1.0,27.0,14.0,15.0,3.0,0.0,0.0,0.0,2.0,0.0,2017.0,Attacker,0.22727272727272727,0.045454545454545456,1.2272727272727273,0.5185185185185185,0.35714285714285715
Cheyna Matthews,WAS,21.0,16.0,1257.0,5.0,1.0,29.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,2017.0,,0.23809523809523808,0.047619047619047616,1.380952380952381,0.4827586206896552,0.35714285714285715
Havana Solaun,WAS,24.0,20.0,1729.0,5.0,4.0,23.0,13.0,14.0,4.0,16.0,2.0,2.0,1.0,0.0,2017.0,Midfielder,0.20833333333333334,0.16666666666666666,0.9583333333333334,0.5652173913043478,0.38461538461538464
Maya Hayes,NJ,22.0,13.0,1079.0,5.0,4.0,22.0,13.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,2017.0,,0.22727272727272727,0.18181818181818182,1.0,0.5909090909090909,0.38461538461538464
Sarah Killion,NJ,23.0,22.0,2034.0,5.0,2.0,16.0,9.0,21.0,0.0,1.0,7.0,4.0,1.0,0.0,2017.0,Midfielder,0.21739130434782608,0.08695652173913043,0.6956521739130435,0.5625,0.5555555555555556
Rachel Daly,HOU,23.0,23.0,2023.0,5.0,2.0,55.0,28.0,28.0,15.0,1.0,0.0,0.0,3.0,1.0,2017.0,Attacker,0.21739130434782608,0.08695652173913043,2.391304347826087,0.509090909090909,0.17857142857142858
Beverly Yanez,SEA,22.0,17.0,1342.0,4.0,1.0,19.0,12.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,2017.0,Midfielder,0.18181818181818182,0.045454545454545456,0.8636363636363636,0.631578947368421,0.3333333333333333
Lindsey Horan,POR,24.0,24.0,2125.0,4.0,2.0,44.0,20.0,44.0,11.0,0.0,0.0,0.0,4.0,0.0,2017.0,Midfielder,0.16666666666666666,0.08333333333333333,1.8333333333333333,0.45454545454545453,0.2
Poliana,HOU,22.0,17.0,1564.0,4.0,2.0,20.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,2017.0,,0.18181818181818182,0.09090909090909091,0.9090909090909091,0.65,0.3076923076923077
Chioma Ubogagu,ORL,19.0,16.0,1345.0,4.0,3.0,25.0,13.0,12.0,9.0,7.0,0.0,0.0,1.0,0.0,2017.0,,0.21052631578947367,0.15789473684210525,1.3157894736842106,0.52,0.3076923076923077
Julie Ertz,CHI,22.0,21.0,1932.0,4.0,3.0,16.0,7.0,36.0,1.0,0.0,0.0,0.0,3.0,0.0,2017.0,Midfielder,0.18181818181818182,0.13636363636363635,0.7272727272727273,0.4375,0.5714285714285714
Camila,ORL,24.0,22.0,1900.0,4.0,5.0,34.0,18.0,33.0,2.0,64.0,0.0,0.0,4.0,0.0,2017.0,Defender,0.16666666666666666,0.20833333333333334,1.4166666666666667,0.5294117647058824,0.2222222222222222
